*	alice29.txt=2.785329835010767,cp.html=3.1398790864012365,asyoulik.txt=2.1760912590556813,fields.c=3.7151673578484576,grammar.lsp=2.732393759822968,lcet10.txt=3.814913181275074,plrabn12.txt=2.0,xargs.1=1.8450980400142567,8
owhat*	plrabn12.txt=1.0,1
owing*	plrabn12.txt=1.0,1
owl*	alice29.txt=1.4771212547196624,1
own*	alice29.txt=2.0,asyoulik.txt=2.462397997898956,lcet10.txt=2.322219294733919,plrabn12.txt=2.9030899869919433,4
owned*	lcet10.txt=1.0,1
owner*	asyoulik.txt=1.0,lcet10.txt=1.4771212547196624,2
owners*	lcet10.txt=1.4771212547196624,1
ownership*	lcet10.txt=1.0,1
owns*	lcet10.txt=1.3010299956639813,1
ox*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
oxen*	plrabn12.txt=1.0,1
oxford*	lcet10.txt=1.0,1
oxus*	plrabn12.txt=1.0,1
oxygen*	lcet10.txt=1.0,1
oyet*	plrabn12.txt=1.0,1
oyster*	alice29.txt=1.0,asyoulik.txt=1.0,2
p*	alice29.txt=1.0,cp.html=3.0530784434834195,fields.c=1.7781512503836434,xargs.1=1.6020599913279623,4
pace*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.6989700043360187,alice29.txt=1.0,4
paces*	asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,2
pacifick*	plrabn12.txt=1.0,1
pacing*	asyoulik.txt=1.0,1
pack*	alice29.txt=1.6989700043360187,1
package*	lcet10.txt=1.6989700043360187,1
packagea*	cp.html=1.0,1
packaged*	lcet10.txt=1.0,1
packard*	lcet10.txt=2.342422680822206,1
packards*	lcet10.txt=1.6989700043360187,1
packet*	cp.html=1.0,lcet10.txt=1.9030899869919433,2
packetswitching*	lcet10.txt=1.0,1
padanaram*	plrabn12.txt=1.0,1
page*	plrabn12.txt=1.0,asyoulik.txt=1.9030899869919433,cp.html=1.3010299956639813,lcet10.txt=2.7993405494535812,xargs.1=1.0,5
pageant*	asyoulik.txt=1.0,1
pageants*	asyoulik.txt=1.0,1
pageedge*	lcet10.txt=1.4771212547196624,1
pagei*	cp.html=1.0,1
pageimage*	lcet10.txt=1.3010299956639813,1
pages*	asyoulik.txt=1.4771212547196624,lcet10.txt=2.4913616938342726,2
pagination*	lcet10.txt=1.0,1
paid*	lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,2
pain*	asyoulik.txt=1.0,plrabn12.txt=2.724275869600789,2
pained*	plrabn12.txt=1.0,1
painful*	plrabn12.txt=1.4771212547196624,1
pains*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
paint*	alice29.txt=1.0,plrabn12.txt=1.0,2
painted*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.0,2
painting*	alice29.txt=1.3010299956639813,lcet10.txt=1.0,2
paints*	plrabn12.txt=1.0,1
painye*	plrabn12.txt=1.0,1
pair*	alice29.txt=1.6989700043360187,asyoulik.txt=1.4771212547196624,plrabn12.txt=2.113943352306837,3
pairs*	alice29.txt=1.0,plrabn12.txt=1.6020599913279623,2
palace*	asyoulik.txt=1.6020599913279623,plrabn12.txt=1.6020599913279623,2
palacegate*	plrabn12.txt=1.0,1
palaces*	plrabn12.txt=1.3010299956639813,1
palate*	plrabn12.txt=1.0,1
pale*	alice29.txt=1.6020599913279623,asyoulik.txt=1.6020599913279623,plrabn12.txt=2.0,3
paler*	asyoulik.txt=1.3010299956639813,1
pales*	plrabn12.txt=1.0,1
palestine*	plrabn12.txt=1.3010299956639813,1
palm*	asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,2
palmtree*	plrabn12.txt=1.0,asyoulik.txt=1.0,2
palmy*	plrabn12.txt=1.0,1
palpable*	plrabn12.txt=1.3010299956639813,1
pamela*	lcet10.txt=1.9030899869919433,1
pampered*	plrabn12.txt=1.0,1
pamphlets*	lcet10.txt=1.7781512503836434,1
pan*	plrabn12.txt=1.3010299956639813,1
pancakes*	asyoulik.txt=1.4771212547196624,1
pandemonium*	plrabn12.txt=1.3010299956639813,1
pandora*	plrabn12.txt=1.0,1
pandreasrrarsusdagov*	lcet10.txt=1.0,1
paneas*	plrabn12.txt=1.0,1
panel*	asyoulik.txt=1.0,1
panels*	lcet10.txt=1.0,1
pangs*	plrabn12.txt=1.3010299956639813,1
panoply*	plrabn12.txt=1.3010299956639813,1
panoramic*	lcet10.txt=1.3010299956639813,1
pansies*	plrabn12.txt=1.0,1
pantaloon*	asyoulik.txt=1.0,1
panted*	alice29.txt=1.0,1
panther*	alice29.txt=1.4771212547196624,1
panting*	alice29.txt=1.3010299956639813,1
paper*	alice29.txt=1.6020599913279623,asyoulik.txt=1.3010299956639813,lcet10.txt=2.763427993562937,3
paperless*	lcet10.txt=1.0,1
papermaking*	lcet10.txt=1.3010299956639813,1
papers*	lcet10.txt=2.505149978319906,1
papersa*	lcet10.txt=1.0,1
paquin*	plrabn12.txt=1.0,1
parade*	plrabn12.txt=1.0,1
paradigm*	lcet10.txt=1.0,1
paradise*	plrabn12.txt=2.7481880270062007,1
paradises*	plrabn12.txt=1.0,1
paradox*	lcet10.txt=1.0,1
paradoxical*	lcet10.txt=1.0,1
paradoxically*	lcet10.txt=1.0,1
paragoned*	plrabn12.txt=1.0,1
paragraph*	lcet10.txt=1.0,1
paragraphs*	lcet10.txt=1.3010299956639813,1
parallel*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.0,2
parameter*	fields.c=1.0,1
parameters*	lcet10.txt=1.4771212547196624,1
paramount*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.0,2
parcels*	asyoulik.txt=1.0,1
parch*	plrabn12.txt=1.0,1
parched*	plrabn12.txt=1.0,1
parching*	plrabn12.txt=1.0,1
parchment*	alice29.txt=1.3010299956639813,1
pard*	asyoulik.txt=1.0,1
pardon*	alice29.txt=1.7781512503836434,asyoulik.txt=1.6989700043360187,plrabn12.txt=1.6989700043360187,3
pardoned*	alice29.txt=1.0,1
pardons*	plrabn12.txt=1.0,1
pards*	plrabn12.txt=1.0,1
parent*	plrabn12.txt=1.6020599913279623,1
parentage*	asyoulik.txt=1.0,1
parentheses*	lcet10.txt=1.3010299956639813,1
parenthesization*	fields.c=1.0,1
parenthetical*	lcet10.txt=1.0,1
parenthetically*	lcet10.txt=1.0,1
parents*	plrabn12.txt=1.7781512503836434,1
parentstitan*	plrabn12.txt=1.0,1
paris*	alice29.txt=1.3010299956639813,1
parish*	asyoulik.txt=1.0,1
parishioners*	asyoulik.txt=1.0,1
park*	lcet10.txt=1.6989700043360187,1
parle*	plrabn12.txt=1.0,1
parlous*	asyoulik.txt=1.0,1
parrot*	asyoulik.txt=1.0,1
parse*	fields.c=1.6989700043360187,grammar.lsp=1.0,2
parsed*	fields.c=1.0,grammar.lsp=1.0,lcet10.txt=1.0,3
parsimonious*	plrabn12.txt=1.0,1
part*	alice29.txt=1.3010299956639813,asyoulik.txt=2.230448921378274,lcet10.txt=2.4771212547196626,plrabn12.txt=2.851258348719075,4
partake*	lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,2
partakers*	plrabn12.txt=1.0,1
partakes*	plrabn12.txt=1.0,1
parted*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.7781512503836434,2
partial*	plrabn12.txt=1.0,lcet10.txt=1.4771212547196624,2
participant*	lcet10.txt=1.0,1
participants*	lcet10.txt=2.1760912590556813,1
participate*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
participated*	lcet10.txt=1.0,1
participating*	lcet10.txt=1.0,plrabn12.txt=1.0,2
particular*	alice29.txt=1.6020599913279623,lcet10.txt=2.6232492903979003,2
particularhave*	lcet10.txt=1.0,1
particularly*	lcet10.txt=2.113943352306837,1
particulars*	asyoulik.txt=1.0,1
parties*	asyoulik.txt=1.0,1
parting*	plrabn12.txt=1.6989700043360187,1
partisans*	lcet10.txt=1.4771212547196624,1
partition*	plrabn12.txt=1.3010299956639813,1
partly*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,2
partner*	alice29.txt=1.0,lcet10.txt=1.6020599913279623,plrabn12.txt=1.3010299956639813,3
partners*	alice29.txt=1.0,1
parts*	alice29.txt=1.0,lcet10.txt=1.8450980400142567,plrabn12.txt=1.9542425094393248,asyoulik.txt=1.7781512503836434,4
party*	alice29.txt=1.9030899869919433,asyoulik.txt=1.0,plrabn12.txt=1.0,3
pass*	plrabn12.txt=2.342422680822206,alice29.txt=1.0,asyoulik.txt=1.4771212547196624,lcet10.txt=1.3010299956639813,4
passage*	alice29.txt=1.6020599913279623,plrabn12.txt=1.9030899869919433,2
passages*	lcet10.txt=1.0,plrabn12.txt=1.0,2
passd*	asyoulik.txt=1.0,1
passed*	alice29.txt=1.6989700043360187,lcet10.txt=1.0,plrabn12.txt=2.462397997898956,3
passes*	lcet10.txt=1.0,plrabn12.txt=1.0,2
passing*	asyoulik.txt=1.0,alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,4
passion*	asyoulik.txt=1.8450980400142567,plrabn12.txt=2.0791812460476247,alice29.txt=1.4771212547196624,3
passionate*	alice29.txt=1.0,lcet10.txt=1.0,2
passions*	plrabn12.txt=1.6020599913279623,1
passive*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
past*	fields.c=1.0,alice29.txt=1.0,asyoulik.txt=1.0,grammar.lsp=2.2041199826559246,lcet10.txt=2.1461280356782377,plrabn12.txt=2.380211241711606,6
pasted*	lcet10.txt=1.0,1
pastime*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
pastoral*	plrabn12.txt=1.0,1
pasture*	asyoulik.txt=1.6020599913279623,plrabn12.txt=1.3010299956639813,2
pastured*	plrabn12.txt=1.0,1
pasturing*	plrabn12.txt=1.3010299956639813,1
pat*	alice29.txt=1.3010299956639813,lcet10.txt=1.0,2
paternal*	plrabn12.txt=1.6020599913279623,1
path*	lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,2
pathetical*	asyoulik.txt=1.0,1
paths*	asyoulik.txt=1.0,lcet10.txt=1.4771212547196624,plrabn12.txt=1.4771212547196624,3
patience*	asyoulik.txt=1.9030899869919433,alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,4
patient*	asyoulik.txt=1.0,1
patiently*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,3
patriarch*	plrabn12.txt=1.6020599913279623,1
patriarchs*	plrabn12.txt=1.0,1
patricia*	lcet10.txt=1.7781512503836434,1
patrimony*	plrabn12.txt=1.0,1
patriotic*	alice29.txt=1.0,1
patrologia*	lcet10.txt=1.8450980400142567,1
patron*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.3010299956639813,2
patroness*	plrabn12.txt=1.0,1
patrons*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.0,2
patted*	alice29.txt=1.0,1
pattering*	alice29.txt=1.4771212547196624,1
pattern*	alice29.txt=1.0,plrabn12.txt=1.0,2
patterns*	asyoulik.txt=1.0,lcet10.txt=1.6989700043360187,2
paul*	lcet10.txt=1.0,1
paula*	cp.html=1.0,1
paulson*	lcet10.txt=1.0,1
pause*	alice29.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
paused*	alice29.txt=1.0,plrabn12.txt=1.4771212547196624,2
pausing*	plrabn12.txt=1.0,1
paved*	plrabn12.txt=1.3010299956639813,1
pavement*	plrabn12.txt=1.6020599913279623,1
pavilion*	plrabn12.txt=1.0,1
pavilioned*	plrabn12.txt=1.0,1
pavilions*	plrabn12.txt=1.0,1
paw*	alice29.txt=1.4771212547196624,plrabn12.txt=1.3010299956639813,2
pawing*	plrabn12.txt=1.0,1
paws*	alice29.txt=1.6020599913279623,1
pay*	asyoulik.txt=1.0,lcet10.txt=1.6020599913279623,plrabn12.txt=1.6989700043360187,3
paying*	lcet10.txt=1.0,plrabn12.txt=1.0,2
payment*	asyoulik.txt=1.0,lcet10.txt=1.0,2
paynim*	plrabn12.txt=1.0,1
pays*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
pbm*	cp.html=1.0,1
pc*	lcet10.txt=1.3010299956639813,1
pcs*	lcet10.txt=1.4771212547196624,1
pcsize*	lcet10.txt=1.0,1
peace*	plrabn12.txt=2.662757831681574,asyoulik.txt=1.6989700043360187,2
peaceful*	plrabn12.txt=1.6020599913279623,1
peacemaker*	asyoulik.txt=1.0,1
peal*	plrabn12.txt=1.3010299956639813,1
pealed*	plrabn12.txt=1.0,1
pearl*	asyoulik.txt=1.0,plrabn12.txt=1.6989700043360187,2
pearly*	plrabn12.txt=1.3010299956639813,1
peasant*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
peascod*	asyoulik.txt=1.0,1
pebbles*	alice29.txt=1.3010299956639813,1
peccant*	plrabn12.txt=1.0,1
peculiar*	plrabn12.txt=1.6020599913279623,1
pedestrian*	lcet10.txt=1.0,1
peeped*	alice29.txt=1.4771212547196624,1
peeping*	alice29.txt=1.0,1
peeps*	asyoulik.txt=1.0,1
peer*	lcet10.txt=1.6020599913279623,1
peerage*	plrabn12.txt=1.0,1
peering*	alice29.txt=1.0,1
peerless*	plrabn12.txt=1.0,1
peerreviewed*	lcet10.txt=1.4771212547196624,1
peers*	lcet10.txt=1.0,plrabn12.txt=1.9542425094393248,2
peevish*	asyoulik.txt=1.0,1
pegasean*	plrabn12.txt=1.0,1
pegs*	alice29.txt=1.0,1
pelorus*	plrabn12.txt=1.0,1
pen*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
penal*	plrabn12.txt=1.0,1
penalty*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.9030899869919433,3
penance*	plrabn12.txt=1.3010299956639813,1
pence*	alice29.txt=1.0,1
pencil*	alice29.txt=1.0,plrabn12.txt=1.0,2
pencils*	alice29.txt=1.0,1
pendant*	plrabn12.txt=1.3010299956639813,1
pendent*	plrabn12.txt=1.3010299956639813,1
pending*	lcet10.txt=1.4771212547196624,1
pendulous*	plrabn12.txt=1.0,1
penetration*	plrabn12.txt=1.0,1
penitent*	plrabn12.txt=1.3010299956639813,1
penn*	lcet10.txt=1.0,1
pennons*	plrabn12.txt=1.3010299956639813,1
pennsylvania*	lcet10.txt=1.8450980400142567,1
penny*	asyoulik.txt=1.0,1
pennyworth*	alice29.txt=1.0,1
pens*	plrabn12.txt=1.0,1
pensive*	plrabn12.txt=1.4771212547196624,1
pent*	plrabn12.txt=1.3010299956639813,1
penury*	asyoulik.txt=1.3010299956639813,1
people*	lcet10.txt=2.9956351945975497,alice29.txt=2.113943352306837,asyoulik.txt=1.6989700043360187,plrabn12.txt=1.8450980400142567,4
peopled*	plrabn12.txt=1.0,1
peoples*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,2
peor*	plrabn12.txt=1.0,1
pepper*	alice29.txt=1.8450980400142567,1
pepperbox*	alice29.txt=1.0,1
per*	lcet10.txt=2.6127838567197355,xargs.1=1.4771212547196624,2
peradventure*	asyoulik.txt=1.0,1
perceive*	asyoulik.txt=1.3010299956639813,grammar.lsp=1.4771212547196624,lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,4
perceived*	plrabn12.txt=1.0,lcet10.txt=1.6020599913279623,2
perceivedthan*	plrabn12.txt=1.0,1
perceivest*	plrabn12.txt=1.0,1
perceiveth*	asyoulik.txt=1.0,1
perceiving*	plrabn12.txt=1.0,1
percent*	lcet10.txt=2.342422680822206,1
perdition*	plrabn12.txt=1.0,1
perfect*	plrabn12.txt=2.2552725051033056,asyoulik.txt=1.0,lcet10.txt=1.8450980400142567,3
perfecting*	lcet10.txt=1.0,1
perfection*	lcet10.txt=1.0,plrabn12.txt=1.7781512503836434,2
perfections*	plrabn12.txt=1.3010299956639813,1
perfectly*	alice29.txt=1.6020599913279623,lcet10.txt=1.0,plrabn12.txt=1.0,3
perfectthan*	lcet10.txt=1.0,1
perfidious*	plrabn12.txt=1.3010299956639813,1
perforce*	asyoulik.txt=1.0,1
perform*	asyoulik.txt=1.3010299956639813,lcet10.txt=2.591064607026499,plrabn12.txt=1.6989700043360187,3
performance*	cp.html=1.4771212547196624,lcet10.txt=1.8450980400142567,plrabn12.txt=1.0,3
performed*	lcet10.txt=2.3010299956639813,plrabn12.txt=1.4771212547196624,2
performing*	lcet10.txt=2.342422680822206,plrabn12.txt=1.3010299956639813,2
performs*	lcet10.txt=1.7781512503836434,plrabn12.txt=1.0,2
perfumed*	asyoulik.txt=1.0,1
perfumes*	plrabn12.txt=1.0,1
perhaps*	alice29.txt=2.230448921378274,lcet10.txt=2.3979400086720375,plrabn12.txt=2.732393759822968,3
peril*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
perilous*	plrabn12.txt=1.3010299956639813,1
period*	lcet10.txt=2.342422680822206,plrabn12.txt=1.0,2
periodically*	lcet10.txt=1.0,1
periods*	plrabn12.txt=1.0,lcet10.txt=1.4771212547196624,2
perish*	plrabn12.txt=1.6020599913279623,1
perishest*	asyoulik.txt=1.0,1
permanence*	lcet10.txt=1.4771212547196624,1
permanency*	lcet10.txt=1.0,1
permanent*	lcet10.txt=1.0,1
permanently*	lcet10.txt=1.0,1
permeates*	lcet10.txt=1.0,1
permegabyte*	lcet10.txt=1.0,1
permission*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.4771212547196624,2
permissions*	lcet10.txt=1.3010299956639813,1
permissive*	plrabn12.txt=1.4771212547196624,1
permit*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.4771212547196624,2
permits*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.4771212547196624,2
permitted*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
permitting*	plrabn12.txt=1.0,lcet10.txt=1.3010299956639813,2
pernicious*	plrabn12.txt=1.6020599913279623,1
perpend*	asyoulik.txt=1.0,1
perpetual*	plrabn12.txt=2.041392685158225,1
perpetuityay*	plrabn12.txt=1.0,1
perplex*	plrabn12.txt=1.3010299956639813,1
perplexed*	plrabn12.txt=1.6020599913279623,1
perplexes*	plrabn12.txt=1.0,1
perplexing*	plrabn12.txt=1.0,1
persecution*	plrabn12.txt=1.0,1
persecutors*	plrabn12.txt=1.0,1
perseus*	lcet10.txt=2.845098040014257,1
perseusan*	lcet10.txt=1.0,1
persever*	asyoulik.txt=1.0,1
persevere*	plrabn12.txt=1.4771212547196624,1
persevering*	plrabn12.txt=1.0,1
persian*	plrabn12.txt=1.0,1
persisted*	alice29.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
persisting*	plrabn12.txt=1.0,1
persists*	lcet10.txt=1.0,1
person*	asyoulik.txt=1.6020599913279623,alice29.txt=1.6020599913279623,lcet10.txt=2.041392685158225,plrabn12.txt=1.6020599913279623,4
personae*	asyoulik.txt=1.0,1
personal*	alice29.txt=1.3010299956639813,lcet10.txt=2.278753600952829,2
personally*	lcet10.txt=1.0,1
personius*	lcet10.txt=2.1760912590556813,1
persons*	alice29.txt=1.0,asyoulik.txt=1.0,2
perspective*	lcet10.txt=1.9542425094393248,1
persuade*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,3
persuaded*	asyoulik.txt=1.0,1
persuaders*	plrabn12.txt=1.0,1
persuasion*	plrabn12.txt=1.0,1
persuasive*	plrabn12.txt=1.3010299956639813,1
persuasively*	plrabn12.txt=1.0,1
pertain*	lcet10.txt=1.0,1
pertaining*	lcet10.txt=1.4771212547196624,1
perturbation*	plrabn12.txt=1.3010299956639813,1
peru*	plrabn12.txt=1.0,1
perused*	plrabn12.txt=1.0,1
pervasive*	lcet10.txt=1.3010299956639813,1
perverse*	plrabn12.txt=1.7781512503836434,1
perverseness*	plrabn12.txt=1.3010299956639813,1
pervert*	plrabn12.txt=1.6020599913279623,1
perverted*	plrabn12.txt=1.3010299956639813,1
perverts*	plrabn12.txt=1.0,1
pessimistic*	lcet10.txt=1.0,1
pessimistically*	lcet10.txt=1.0,1
pest*	plrabn12.txt=1.0,1
pestilence*	plrabn12.txt=1.3010299956639813,1
pestilent*	plrabn12.txt=1.0,1
pet*	alice29.txt=1.0,1
peter*	plrabn12.txt=1.0,1
petera*	cp.html=1.0,1
peters*	lcet10.txt=2.2552725051033056,1
peterss*	lcet10.txt=1.0,1
petition*	plrabn12.txt=1.0,1
petitionary*	asyoulik.txt=1.0,1
petrifick*	plrabn12.txt=1.0,1
petsora*	plrabn12.txt=1.0,1
petticoat*	asyoulik.txt=1.3010299956639813,1
petticoats*	asyoulik.txt=1.0,1
petty*	plrabn12.txt=1.0,1
pgifseq1locgov*	lcet10.txt=1.0,1
phalanx*	plrabn12.txt=1.4771212547196624,1
phantasm*	plrabn12.txt=1.0,1
phantasms*	plrabn12.txt=1.0,1
pharaoh*	plrabn12.txt=1.4771212547196624,1
pharphar*	plrabn12.txt=1.0,1
phase*	lcet10.txt=1.7781512503836434,1
phased*	lcet10.txt=1.0,1
phases*	lcet10.txt=1.4771212547196624,1
phd*	cp.html=1.3010299956639813,1
phebe*	asyoulik.txt=2.662757831681574,1
phebes*	asyoulik.txt=1.3010299956639813,1
phenomenal*	lcet10.txt=1.0,1
phenomenon*	lcet10.txt=1.3010299956639813,1
phi*	lcet10.txt=1.3010299956639813,1
philistean*	plrabn12.txt=1.0,1
philological*	lcet10.txt=1.0,1
philosopher*	asyoulik.txt=1.3010299956639813,1
philosophers*	lcet10.txt=1.0,plrabn12.txt=1.0,2
philosophies*	lcet10.txt=1.0,1
philosophy*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
phineus*	plrabn12.txt=1.0,1
phis*	lcet10.txt=1.0,1
phlegeton*	plrabn12.txt=1.0,1
phlegra*	plrabn12.txt=1.0,1
phoenicians*	plrabn12.txt=1.0,1
phoenix*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
phone*	lcet10.txt=2.633468455579586,1
phonograph*	lcet10.txt=1.0,1
phosphatethe*	lcet10.txt=1.0,1
phosphorus*	lcet10.txt=1.0,1
photo*	lcet10.txt=1.0,1
photocopier*	lcet10.txt=1.0,1
photocopies*	lcet10.txt=1.6020599913279623,1
photocopy*	lcet10.txt=2.113943352306837,1
photocopying*	lcet10.txt=1.4771212547196624,1
photograph*	lcet10.txt=1.6989700043360187,1
photographer*	lcet10.txt=1.0,1
photographers*	lcet10.txt=1.4771212547196624,1
photographic*	lcet10.txt=2.041392685158225,1
photographs*	lcet10.txt=2.2041199826559246,1
photography*	lcet10.txt=1.0,1
photoprint*	lcet10.txt=1.0,1
phrase*	lcet10.txt=1.4771212547196624,1
phrenzy*	plrabn12.txt=1.0,1
physic*	asyoulik.txt=1.3010299956639813,1
physical*	lcet10.txt=2.0,1
physically*	lcet10.txt=1.3010299956639813,1
pick*	lcet10.txt=1.0,1
pickaxe*	plrabn12.txt=1.0,1
picked*	alice29.txt=1.4771212547196624,1
picking*	alice29.txt=1.3010299956639813,lcet10.txt=1.0,2
pickpurse*	asyoulik.txt=1.0,1
pictorial*	lcet10.txt=1.0,1
picture*	alice29.txt=1.0,lcet10.txt=1.6020599913279623,2
pictured*	alice29.txt=1.0,1
pictures*	alice29.txt=1.6020599913279623,asyoulik.txt=1.0,lcet10.txt=2.0791812460476247,3
picturesand*	lcet10.txt=1.0,1
pie*	alice29.txt=1.3010299956639813,1
piece*	lcet10.txt=1.0,alice29.txt=1.6989700043360187,asyoulik.txt=1.0,3
pieces*	alice29.txt=1.4771212547196624,lcet10.txt=1.6020599913279623,plrabn12.txt=1.0,3
piecrust*	alice29.txt=1.0,1
pierce*	lcet10.txt=1.4771212547196624,1
pierced*	plrabn12.txt=1.6020599913279623,1
pierceth*	asyoulik.txt=1.0,1
piercing*	plrabn12.txt=1.3010299956639813,1
piety*	plrabn12.txt=1.6020599913279623,1
pig*	alice29.txt=1.9030899869919433,1
pigbaby*	alice29.txt=1.0,1
pigeon*	alice29.txt=2.0791812460476247,1
pigeons*	asyoulik.txt=1.3010299956639813,1
piggyback*	lcet10.txt=1.0,1
pigs*	alice29.txt=1.3010299956639813,1
pike*	lcet10.txt=1.0,1
pilasters*	plrabn12.txt=1.0,1
pile*	plrabn12.txt=1.4771212547196624,1
piled*	plrabn12.txt=1.4771212547196624,1
pilgrimage*	asyoulik.txt=1.0,1
pilgrims*	plrabn12.txt=1.0,1
pillar*	plrabn12.txt=1.6020599913279623,1
pillared*	plrabn12.txt=1.0,1
pillars*	plrabn12.txt=1.6020599913279623,1
pillow*	asyoulik.txt=1.0,1
pilot*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.3010299956639813,2
pin*	asyoulik.txt=1.0,1
pinch*	alice29.txt=1.3010299956639813,1
pinched*	alice29.txt=1.3010299956639813,1
pinching*	plrabn12.txt=1.0,1
pine*	plrabn12.txt=1.8450980400142567,1
pineapple*	alice29.txt=1.0,1
pined*	plrabn12.txt=1.3010299956639813,1
pines*	plrabn12.txt=1.8450980400142567,1
pining*	plrabn12.txt=1.0,1
pink*	alice29.txt=1.0,1
pinnace*	plrabn12.txt=1.0,1
pinnacles*	plrabn12.txt=1.0,1
pins*	plrabn12.txt=1.0,1
pioneers*	plrabn12.txt=1.0,1
pious*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
pipe*	plrabn12.txt=1.3010299956639813,1
pipes*	plrabn12.txt=1.3010299956639813,asyoulik.txt=1.0,2
piqued*	lcet10.txt=1.0,1
pit*	grammar.lsp=1.3010299956639813,plrabn12.txt=1.8450980400142567,2
pitch*	plrabn12.txt=1.6020599913279623,1
pitched*	plrabn12.txt=1.0,1
pitchy*	plrabn12.txt=1.0,1
piteous*	plrabn12.txt=1.0,alice29.txt=1.0,asyoulik.txt=1.0,3
pitied*	alice29.txt=1.0,asyoulik.txt=1.0,2
pitiful*	asyoulik.txt=1.0,1
pitiless*	asyoulik.txt=1.0,1
pittsburgh*	lcet10.txt=1.3010299956639813,1
pity*	alice29.txt=1.4771212547196624,asyoulik.txt=2.113943352306837,plrabn12.txt=1.8450980400142567,3
pitying*	plrabn12.txt=1.3010299956639813,1
pixel*	lcet10.txt=1.4771212547196624,1
pixels*	lcet10.txt=1.3010299956639813,1
pkzipi*	cp.html=1.0,1
placable*	plrabn12.txt=1.0,1
placd*	plrabn12.txt=1.3010299956639813,1
place*	alice29.txt=1.9030899869919433,asyoulik.txt=2.1760912590556813,fields.c=1.0,lcet10.txt=2.414973347970818,plrabn12.txt=2.9190780923760737,5
placed*	plrabn12.txt=2.230448921378274,alice29.txt=1.0,lcet10.txt=1.8450980400142567,3
placeharvard*	lcet10.txt=1.0,1
placement*	lcet10.txt=1.0,1
places*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,lcet10.txt=1.6989700043360187,plrabn12.txt=1.6989700043360187,4
placing*	lcet10.txt=1.6020599913279623,1
plague*	plrabn12.txt=1.3010299956639813,1
plagued*	plrabn12.txt=1.0,1
plagues*	plrabn12.txt=1.3010299956639813,1
plain*	plrabn12.txt=2.380211241711606,asyoulik.txt=1.0,2
plained*	plrabn12.txt=1.0,1
plainlier*	plrabn12.txt=1.0,1
plainly*	alice29.txt=1.0,1
plains*	plrabn12.txt=1.8450980400142567,1
plaint*	plrabn12.txt=1.6020599913279623,1
plaints*	plrabn12.txt=1.0,1
plan*	alice29.txt=1.6020599913279623,lcet10.txt=2.1461280356782377,2
planet*	plrabn12.txt=1.0,1
planetary*	plrabn12.txt=1.0,1
planets*	plrabn12.txt=1.6989700043360187,1
planetstruck*	plrabn12.txt=1.0,1
plank*	plrabn12.txt=1.0,1
planned*	lcet10.txt=1.3010299956639813,1
planning*	alice29.txt=1.0,lcet10.txt=2.2552725051033056,2
